p_val	avg_diff	pct.1	pct.2	cluster	gene
Tshz22	0	1.29613463505153	0.73	0.211	Unknown	Tshz2
Klf22	0	1.29357758599758	0.612	0.111	Unknown	Klf2
C1qtnf71	0	1.27411627658201	0.42	0.017	Unknown	C1qtnf7
Fth11	0	1.26492254523811	0.995	0.686	Unknown	Fth1
Fxyd14	0	1.26284905294267	0.78	0.141	Unknown	Fxyd1
Col6a13	0	1.25723696261057	0.459	0.029	Unknown	Col6a1
Gas51	0	1.24632411011863	0.795	0.314	Unknown	Gas5
Rpl101	0	1.20730991940886	0.854	0.315	Unknown	Rpl10
Anxa21	0	1.18900068621209	0.853	0.422	Unknown	Anxa2
Apoe4	0	1.18413451443062	0.85	0.204	Unknown	Apoe
Laptm4a2	0	1.13548921811546	0.891	0.455	Unknown	Laptm4a
Rps4x2	0	1.09270743791248	0.838	0.307	Unknown	Rps4x
Maf3	0	1.05697973950389	0.597	0.091	Unknown	Maf
Eef1a12	0	1.02080862513042	0.888	0.535	Unknown	Eef1a1
Igfbp74	0	0.975164689072357	0.952	0.359	Unknown	Igfbp7
Malat11	0	0.945634493432358	0.999	0.75	Unknown	Malat1
Gstm15	0	0.903130999243221	0.978	0.602	Unknown	Gstm1
Sepp14	0	0.765368885535569	0.834	0.209	Unknown	Sepp1
Vcam15	0	0.763579343844616	0.617	0.129	Unknown	Vcam1
Rplp11	0	0.710441197457293	0.982	0.768	Unknown	Rplp1
Nupr12	6.07700744384733e-322	1.36364023630623	0.478	0.045	Unknown	Nupr1
Osr11	2.00406365725647e-318	1.33413147779699	0.439	0.029	Unknown	Osr1
Anxa51	2.79251831817223e-318	1.1884273555765	0.674	0.176	Unknown	Anxa5
Rpl392	6.31672809520951e-318	1.0133510334589	0.824	0.35	Unknown	Rpl39
Ckb2	4.06568017150764e-313	1.33261485785274	0.495	0.052	Unknown	Ckb
Rpl36a1	1.13371819725807e-309	1.03173088867894	0.796	0.298	Unknown	Rpl36a
Tgfbi4	3.90774808102508e-307	1.24460582784513	0.506	0.059	Unknown	Tgfbi
Plac81	3.21408313936853e-304	1.30745250104928	0.426	0.025	Unknown	Plac8
Cyba3	1.62185709532793e-301	1.07937767538863	0.555	0.089	Unknown	Cyba
Cd3023	2.24201406030341e-298	1.09063109955784	0.775	0.324	Unknown	Cd302
Sptbn12	2.36339931188105e-298	0.959889011135804	0.842	0.435	Unknown	Sptbn1
Fbln51	5.35711050441921e-296	1.27525147043932	0.407	0.023	Unknown	Fbln5
Bicc12	2.2331317827216e-293	1.19188322286765	0.496	0.065	Unknown	Bicc1
Rpl262	5.03662595872449e-292	0.908073368404239	0.879	0.476	Unknown	Rpl26
S100a111	1.28570822184758e-291	1.13969092433475	0.69	0.232	Unknown	S100a11
Abi3bp1	2.50865122252475e-290	1.23614528315534	0.431	0.035	Unknown	Abi3bp
Rpl212	3.3641830124646e-286	0.812477738548976	0.911	0.556	Unknown	Rpl21
Txnip1	2.36610458443341e-284	1.23845444319295	0.641	0.169	Unknown	Txnip
Egr12	1.83586145566559e-283	1.37193976537137	0.735	0.312	Unknown	Egr1
Slc38a54	1.34503834207106e-280	1.30589227992467	0.458	0.05	Unknown	Slc38a5
Ctgf2	1.20587582957366e-279	1.8480760659663	0.472	0.063	Unknown	Ctgf
Lmod12	6.96016308123048e-277	1.19054139690127	0.417	0.032	Unknown	Lmod1
Lamb22	2.5146470333408e-275	1.20930679204401	0.533	0.101	Unknown	Lamb2
Col4a14	2.62376534173906e-271	0.876437361057277	0.52	0.099	Unknown	Col4a1
Itgb13	1.80032021123358e-266	0.933569314687082	0.781	0.362	Unknown	Itgb1
Cd2481	8.80415072090441e-266	1.11420770950394	0.381	0.022	Unknown	Cd248
Nr3c11	5.26673798570406e-263	1.14729514272137	0.521	0.096	Unknown	Nr3c1
Col4a24	1.29200315248056e-261	0.901161285954376	0.483	0.076	Unknown	Col4a2
Junb1	1.47604525222736e-260	1.30572816615204	0.689	0.266	Unknown	Junb
Ebf11	2.0007008168499e-259	1.09497708198235	0.454	0.058	Unknown	Ebf1
Rpl22l11	4.36065137472771e-259	1.07803110824216	0.677	0.232	Unknown	Rpl22l1
Rpl372	1.39070066658933e-258	0.79205573058062	0.854	0.463	Unknown	Rpl37
Ly6a5	8.34983051509945e-258	1.31909498307019	0.504	0.083	Unknown	Ly6a
Rps52	3.30888104389651e-257	0.803545617267422	0.884	0.51	Unknown	Rps5
Cebpd2	3.67429661415665e-254	1.27403027854316	0.469	0.072	Unknown	Cebpd
Rps232	3.20462104077365e-253	0.785711741518981	0.879	0.526	Unknown	Rps23
Anxa11	4.97398214299093e-253	1.21778784559323	0.413	0.043	Unknown	Anxa1
Cd472	1.41497304807408e-251	0.960243094867784	0.625	0.168	Unknown	Cd47
Fkbp72	6.9290378360282e-250	1.15568460059275	0.492	0.091	Unknown	Fkbp7
Arx1	3.08405713490227e-243	1.06505526128465	0.345	0.022	Unknown	Arx
Osr23	4.05154893290749e-242	1.17141639193428	0.438	0.064	Unknown	Osr2
Rps3a12	1.46940853324689e-241	0.786466080011363	0.838	0.432	Unknown	Rps3a1
Mme3	1.03632855775994e-240	1.15017291344491	0.44	0.067	Unknown	Mme
Prkcdbp4	1.77162184627822e-240	0.976646515172021	0.445	0.064	Unknown	Prkcdbp
Csf11	7.49160771404183e-240	1.07730269089443	0.413	0.05	Unknown	Csf1
Cd91	1.01575196643221e-239	1.058524086983	0.425	0.052	Unknown	Cd9
Rps92	3.3237304147952e-237	0.755613526906124	0.901	0.564	Unknown	Rps9
Rps182	3.45532201475732e-235	0.759320699221843	0.858	0.482	Unknown	Rps18
Aldh1a15	9.14619135095089e-235	0.756016471671997	0.8	0.38	Unknown	Aldh1a1
Aebp13	2.47498710101927e-234	1.04929534776085	0.463	0.074	Unknown	Aebp1
Pcolce3	2.23772432698258e-233	0.863075411406288	0.558	0.137	Unknown	Pcolce
Rps132	4.01491245003072e-232	0.792443288376827	0.818	0.408	Unknown	Rps13
Fcgrt1	2.62103790101136e-231	1.00863885671601	0.452	0.071	Unknown	Fcgrt
Fmo11	8.35722987442416e-231	0.973993762687719	0.32	0.014	Unknown	Fmo1
Errfi11	8.86328937451365e-231	1.20834208124299	0.444	0.074	Unknown	Errfi1
Rpl231	1.03392731546097e-229	0.713569086591821	0.901	0.607	Unknown	Rpl23
Il6st1	2.32115134343543e-228	1.0226881826339	0.457	0.082	Unknown	Il6st
Sct1	1.80724697198078e-227	1.25689960743468	0.36	0.03	Unknown	Sct
Slc1a51	8.33670080379999e-227	0.985354330746282	0.354	0.028	Unknown	Slc1a5
Ndrg22	1.03473663296928e-226	1.04832975275521	0.445	0.072	Unknown	Ndrg2
Htra12	3.77342968541109e-225	1.02964169670848	0.515	0.11	Unknown	Htra1
Lamc31	2.35353494071792e-223	0.986514732354135	0.336	0.024	Unknown	Lamc3
Rps72	5.27466585745053e-223	0.762539022518869	0.842	0.457	Unknown	Rps7
Ptgis1	2.64023186592958e-222	1.14089667979597	0.419	0.061	Unknown	Ptgis
Rpl42	2.09700100761845e-220	0.735007629741198	0.88	0.568	Unknown	Rpl4
Maob1	2.18638498700511e-220	1.026259935852	0.376	0.041	Unknown	Maob
Gstt11	5.2128560002008e-220	1.01813756190769	0.351	0.034	Unknown	Gstt1
Trib21	3.45651844719989e-219	1.03952437501334	0.367	0.039	Unknown	Trib2
Gucy1a32	4.03880330992698e-219	0.940886902353924	0.392	0.049	Unknown	Gucy1a3
Reep52	2.55349327298136e-218	1.0041995249169	0.525	0.127	Unknown	Reep5
Lbp1	2.99529566659697e-218	1.03799389959042	0.363	0.037	Unknown	Lbp
Cxcl123	1.54037698602467e-216	0.816133865039294	0.477	0.1	Unknown	Cxcl12
Egflam1	1.67577970355964e-216	0.999555216917392	0.352	0.033	Unknown	Egflam
Rhoj1	3.04925950917752e-215	0.997373062933788	0.407	0.056	Unknown	Rhoj
Ccdc801	1.94129818480735e-214	1.05625429651304	0.346	0.031	Unknown	Ccdc80
Ndn1	6.80976672586201e-214	0.945452889002664	0.374	0.043	Unknown	Ndn
Gas11	1.60737987425815e-212	1.09299626934271	0.366	0.04	Unknown	Gas1
Fkbp91	2.91492174182672e-212	1.01479411752844	0.434	0.08	Unknown	Fkbp9
Jun2	7.35140561935639e-212	1.34306489719782	0.686	0.341	Unknown	Jun
Klhdc8b1	3.54030115978765e-210	1.02957841606767	0.44	0.083	Unknown	Klhdc8b
Fmo21	3.93316450134948e-210	1.04595274056071	0.301	0.015	Unknown	Fmo2
C22	5.51373129770698e-210	1.00617945226441	0.429	0.071	Unknown	C2
Nedd43	1.75718513807795e-209	0.849233093495617	0.778	0.416	Unknown	Nedd4
App2	9.36403026235666e-208	0.769424981844072	0.823	0.473	Unknown	App
Ptms3	4.82429064818087e-206	0.881430715220527	0.577	0.17	Unknown	Ptms
Tpm13	7.44570082309066e-206	0.823407318041265	0.634	0.229	Unknown	Tpm1
Hspa12a1	1.16850405314595e-205	0.999134822607025	0.336	0.031	Unknown	Hspa12a
Rpl343	2.16350140010991e-204	0.718002524011268	0.792	0.39	Unknown	Rpl34
Slc29a12	3.54911160097187e-204	0.943628565890991	0.619	0.221	Unknown	Slc29a1
Timp23	5.37671267181475e-203	0.74727935172454	0.883	0.596	Unknown	Timp2
Islr1	3.93646887776669e-202	0.916506869577441	0.293	0.015	Unknown	Islr
Cbx51	2.46471065077475e-201	0.964698179517588	0.615	0.23	Unknown	Cbx5
Fgfr12	7.70465379744646e-201	0.926001691814982	0.413	0.068	Unknown	Fgfr1
Cd813	8.13056527365002e-199	0.77118308618836	0.74	0.335	Unknown	Cd81
Cfh2	1.2914794201226e-198	0.975824094300924	0.38	0.05	Unknown	Cfh
Rpl312	3.15074148625527e-198	0.70975655402149	0.844	0.5	Unknown	Rpl31
Rtn4rl11	1.40892966346419e-197	0.915474548631231	0.346	0.04	Unknown	Rtn4rl1
Heg11	1.60216158622224e-197	0.998409223409737	0.455	0.096	Unknown	Heg1
Rpl122	1.63305758129876e-197	0.778790152071614	0.816	0.452	Unknown	Rpl12
Zfp36l11	2.86844068239255e-197	0.988048328134256	0.565	0.166	Unknown	Zfp36l1
Nid13	3.38642567767887e-196	0.949441120189068	0.45	0.091	Unknown	Nid1
Cav11	1.16552376850921e-195	0.928251549116718	0.371	0.049	Unknown	Cav1
Id13	1.7261032751418e-195	1.15509114897989	0.386	0.056	Unknown	Id1
Rbms11	3.43004556911176e-195	0.98022383617009	0.5	0.128	Unknown	Rbms1
Plxdc21	1.47580771607173e-189	0.946652588478618	0.338	0.042	Unknown	Plxdc2
Sept111	3.68535099699632e-189	0.961528453343124	0.5	0.134	Unknown	Sept11
Ntrk21	1.79859377016016e-188	0.852078018117042	0.289	0.019	Unknown	Ntrk2
Nav11	5.54016135286596e-186	0.966644226472109	0.394	0.067	Unknown	Nav1
Csrp11	2.35357730628886e-184	0.862255172965942	0.325	0.034	Unknown	Csrp1
Arhgdib3	2.10010012650611e-181	0.798709413843014	0.42	0.087	Unknown	Arhgdib
Selm2	2.22900507826713e-179	0.887702852912787	0.419	0.085	Unknown	Selm
Blvrb2	3.99274370591712e-178	0.912224975254541	0.468	0.119	Unknown	Blvrb
Mxra81	4.61318011406928e-178	0.853269489632458	0.329	0.04	Unknown	Mxra8
Slc24a2	5.05495058243395e-178	0.811960783935577	0.249	0.01	Unknown	Slc24a2
Wisp21	6.88600291164709e-177	0.996384819300771	0.261	0.016	Unknown	Wisp2
Copz21	7.19718894295423e-177	0.902957082359267	0.357	0.055	Unknown	Copz2
Medag	1.34478949153926e-176	0.799846553082537	0.238	0.007	Unknown	Medag
P3h3	3.39821025573821e-175	0.803036141323709	0.253	0.011	Unknown	P3h3
Tpst11	8.65465946675737e-172	0.831498098201925	0.311	0.035	Unknown	Tpst1
Pdlim31	9.22833385574948e-171	0.830119272062235	0.283	0.024	Unknown	Pdlim3
Rbp12	1.00478719740726e-170	0.88213331017828	0.527	0.164	Unknown	Rbp1
Emp21	2.3772081251664e-170	0.817802872537288	0.279	0.022	Unknown	Emp2
Cacng4	7.45141216766595e-170	0.930060526291566	0.228	0.007	Unknown	Cacng4
Serpinb1a1	1.24352936795163e-169	0.9053932189112	0.411	0.089	Unknown	Serpinb1a
Ednra1	1.82604104363085e-169	0.821850315725025	0.264	0.018	Unknown	Ednra
Ifitm22	1.97377748931236e-168	0.829289592491983	0.454	0.113	Unknown	Ifitm2
Lnx11	2.88494349841298e-168	0.882689785195156	0.271	0.022	Unknown	Lnx1
Rhoa1	8.99947720696411e-168	0.859092798343244	0.546	0.196	Unknown	Rhoa
Acsbg15	1.3027856127115e-167	0.748364405976558	0.73	0.37	Unknown	Acsbg1
Cxcl14	2.37923843171077e-167	0.996111976373578	0.244	0.012	Unknown	Cxcl14
Zfp361	1.70114022969259e-166	1.12545224373956	0.516	0.176	Unknown	Zfp36
Cdc42ep21	7.81155904281851e-166	0.804252709024699	0.254	0.015	Unknown	Cdc42ep2
Fmnl21	2.34407039507752e-165	0.838092853628455	0.287	0.032	Unknown	Fmnl2
Loxl1	1.70358165821959e-163	0.742327156127926	0.236	0.011	Unknown	Loxl1
Thra2	6.01502187851383e-163	0.843528415480954	0.456	0.127	Unknown	Thra
Avpr1a	1.40496519900337e-162	0.791339033455685	0.238	0.011	Unknown	Avpr1a
Tns21	1.54468949943442e-161	0.804630005469904	0.307	0.037	Unknown	Tns2
Lrp12	2.51442187743022e-161	0.794644968230729	0.5	0.16	Unknown	Lrp1
Naalad23	1.59035386339444e-159	0.865357199712333	0.517	0.171	Unknown	Naalad2
Rpl292	9.85984485269079e-159	0.749145159234391	0.473	0.134	Unknown	Rpl29
G0s21	3.96923575157288e-157	0.951170100755525	0.3	0.037	Unknown	G0s2
Col6a2	1.32899760757123e-155	0.706430717002729	0.23	0.011	Unknown	Col6a2
Ddr21	1.52121034191225e-155	0.801876898567642	0.274	0.032	Unknown	Ddr2
Pam2	5.54083249430351e-155	0.865677114031523	0.376	0.078	Unknown	Pam
Chst15	9.23480316962722e-155	0.794241141005645	0.243	0.015	Unknown	Chst15
Crtap2	9.45966850901827e-154	0.819578115725617	0.406	0.097	Unknown	Crtap
Prelp	5.13798593265851e-152	0.780107961907382	0.281	0.032	Unknown	Prelp
Ece11	3.36934933442108e-150	0.824666266171641	0.474	0.15	Unknown	Ece1
Pdlim11	7.03835155982269e-150	0.819167181488685	0.336	0.059	Unknown	Pdlim1
Tmem100	8.99683651769321e-150	0.822809352164283	0.233	0.014	Unknown	Tmem100
Fbn11	1.72430632869582e-149	0.788080190498441	0.275	0.03	Unknown	Fbn1
Sqstm12	4.97953855285646e-149	0.785870228793543	0.633	0.296	Unknown	Sqstm1
Oaf	1.4373874214461e-148	0.747437893390924	0.24	0.018	Unknown	Oaf
Adcy71	4.48629760739535e-148	0.794713408232457	0.26	0.024	Unknown	Adcy7
Fxyd52	4.5964070369986e-148	0.763523917791444	0.351	0.067	Unknown	Fxyd5
Kdelc21	1.13839404668125e-147	0.799843684355	0.41	0.11	Unknown	Kdelc2
Txn11	2.02930020389221e-147	0.715943770163536	0.673	0.32	Unknown	Txn1
Irak3	6.74956343839123e-147	0.758964623947588	0.252	0.023	Unknown	Irak3
Plcb43	3.34682393079354e-146	0.875745862609916	0.52	0.201	Unknown	Plcb4
Cryab1	1.07788768978751e-145	0.760245353470494	0.252	0.024	Unknown	Cryab
Rab341	2.03838468306921e-145	0.778015216835739	0.351	0.071	Unknown	Rab34
Sult1a12	5.22516488203339e-144	0.823960309186091	0.391	0.098	Unknown	Sult1a1
Fam114a11	3.47579915293879e-141	0.794685485942351	0.306	0.051	Unknown	Fam114a1
Nfix	1.90458477337897e-140	0.771026956409549	0.351	0.076	Unknown	Nfix
Tspan41	3.06437532816456e-140	0.827094146111571	0.379	0.093	Unknown	Tspan4
Jund1	1.07856227598589e-139	0.826041007513912	0.625	0.322	Unknown	Jund
Gpx81	1.8161879400078e-139	0.774876411960019	0.298	0.047	Unknown	Gpx8
Olfml3	2.5112060511782e-139	0.819587988028334	0.283	0.041	Unknown	Olfml3
Gfpt2	7.64983541211412e-139	0.714608501564703	0.232	0.018	Unknown	Gfpt2
Calu1	1.53768960145715e-138	0.778359336454366	0.434	0.139	Unknown	Calu
Wls1	2.43960663807069e-137	0.802761811649723	0.345	0.073	Unknown	Wls
Wnt64	1.90968363590789e-135	0.803953720706091	0.444	0.141	Unknown	Wnt6
Rcn21	1.16741401202728e-133	0.818049040201817	0.354	0.089	Unknown	Rcn2
Golim41	5.87387102811731e-132	0.813877539151146	0.405	0.12	Unknown	Golim4
Fam129a1	5.66930793610415e-131	0.78614665631813	0.398	0.108	Unknown	Fam129a
Tmem1591	8.83949537521116e-131	0.748449114626571	0.283	0.046	Unknown	Tmem159
P4hb1	2.57245934654087e-130	0.758458801110599	0.479	0.171	Unknown	P4hb
Loxl21	8.57618284317523e-130	0.723625664484056	0.258	0.033	Unknown	Loxl2
Nap1l11	7.38401375870399e-128	0.714554333961167	0.496	0.186	Unknown	Nap1l1
Snhg183	1.20605279709791e-127	0.753084149630346	0.461	0.161	Unknown	Snhg18
Npr3	1.80637315804562e-126	0.703331018753371	0.226	0.021	Unknown	Npr3
Fosb1	6.94837244081844e-126	1.22107233249429	0.47	0.218	Unknown	Fosb
Ypel31	1.08547178024155e-125	0.749807538089558	0.399	0.115	Unknown	Ypel3
Tmod31	1.48642934986424e-125	0.750761498089121	0.446	0.152	Unknown	Tmod3
Nfic1	3.27883964456289e-125	0.756340748130537	0.499	0.204	Unknown	Nfic
Eva1b1	3.98682426362432e-124	0.74228222029191	0.308	0.062	Unknown	Eva1b
Mettl7a11	4.33971799147501e-124	0.733214733344735	0.282	0.053	Unknown	Mettl7a1
Pdxk	9.00436027076595e-124	0.712462935104311	0.254	0.036	Unknown	Pdxk
Col15a1	3.6764292342025e-123	0.836735430958804	0.234	0.026	Unknown	Col15a1
Gm204171	8.8816500989088e-123	0.707384431726188	0.309	0.065	Unknown	Gm20417
Nr4a11	6.09427783190943e-122	0.964384420388393	0.314	0.067	Unknown	Nr4a1
Ier21	6.17179147615722e-122	0.916054842676622	0.557	0.272	Unknown	Ier2
Phlda11	9.93697917320555e-121	0.718637517226543	0.245	0.032	Unknown	Phlda1
Vkorc11	7.37410569220223e-120	0.746684667155146	0.387	0.119	Unknown	Vkorc1
Cyr611	8.30671621436369e-120	1.18534420845387	0.277	0.052	Unknown	Cyr61
Ikbip1	1.17505867028032e-119	0.744645549679859	0.331	0.081	Unknown	Ikbip
Mmd23	3.33425417361489e-119	0.716405327061864	0.646	0.363	Unknown	Mmd2
Cpxm11	4.06798714892091e-118	0.967963084746506	0.304	0.071	Unknown	Cpxm1
Col4a3	9.12592436941909e-118	0.753395784475982	0.29	0.054	Unknown	Col4a3
Sgce	1.74322385547753e-116	0.695551071995838	0.261	0.045	Unknown	Sgce
Ltbp1	5.81716145416192e-116	0.734886824001607	0.313	0.07	Unknown	Ltbp1
Rhoc1	1.61996033963863e-115	0.694750606508449	0.287	0.058	Unknown	Rhoc
Gpx31	5.02657853268954e-115	0.984523702393997	0.281	0.053	Unknown	Gpx3
Smim141	1.38531911898353e-114	0.732696795044497	0.444	0.164	Unknown	Smim14
Tfpi1	5.1996998362805e-113	0.707225102162973	0.259	0.046	Unknown	Tfpi
Rnf1301	1.28275741207277e-112	0.697366576130285	0.46	0.173	Unknown	Rnf130
F3	1.70866168196971e-112	0.742782249284706	0.253	0.041	Unknown	F3
Fcgr2b2	1.82981630271502e-111	0.739478654549552	0.263	0.045	Unknown	Fcgr2b
Dusp13	1.05097041562399e-110	0.863721327548677	0.351	0.096	Unknown	Dusp1
Dnajc31	2.10303603811732e-110	0.703314648759284	0.51	0.22	Unknown	Dnajc3
Ablim12	7.78461440242785e-110	0.702186812050327	0.342	0.091	Unknown	Ablim1
Socs31	3.19334837177642e-109	0.880008485130248	0.252	0.046	Unknown	Socs3
Klf31	3.79339303909062e-99	0.693350235595831	0.32	0.094	Unknown	Klf3
Cdc42ep31	5.54539125121046e-89	0.694796786121698	0.347	0.114	Unknown	Cdc42ep3
Id21	2.01667879602833e-75	0.830348138815097	0.381	0.172	Unknown	Id2
